SKU;PRECIO
ATM- 14456-8;6376
ATM- 14458-4;11680
ATM- 14463-0;8144
ATM- 14465-7;7992
ATM- 14469-K;16456
ATM- 14470-3;9040
ATM- 14474-6;9960
ATM- 14475-4;18584
ATM- 14476-2;4720
ATM- 14478-9;4810
ATM- 14479-7;3690
ATM- 14480-0;13200
ATM- 14481-9;17016
ATM- 14482-7;8720
ATM- 14483-5;1930
ATM- 14484-3;2240
ATM- 14485-1;12232
ATM- 14486-K;4480
ATM- 14487-8;4624
ATM- 14488-6;7920
ATM- 14489-4;3776
ATM- 14490-8;4088
ATM- 14491-6;2648
ATM- 14492-4;4008
ATM- 14493-2;4160
ATM- 14494-0;4176
ATM- 14495-9;4560
ATM- 14496-7;5576
ATM- 14497-5;7624
ATM- 14498-3;5536
ATM- 14499-1;5648
ATM- 14500-9;9576
ATM- 14501-7;6776
ATM- 14503-3;7816
ATM- 14504-1;9040
ATM- 14505-K;5920
ATM- 14506-8;5016
ATM- 14507-6;5072
ATM- 14508-4;4408
ATM- 14509-2;10472
ATM- 14512-2;12016
ATM- 14514-9;15568
ATM- 14515-7;6808
ATM- 14516-5;13480
ATM- 14517-3;1160
ATM- 14518-1;1216
ATM- 14541-6;79700
ATM- 14546-7;31700
ATM- 14547-5;63790
ATM- 14548-3;74540
ATM- 14549-1;83700
ATM- 14550-5;12720
ATM- 14551-3;46750
ATM- 14552-1;49950
ATM- 14553-K;49700
ATM- 14554-8;85090
ATM- 14555-6;52930
ATM- 14556-4;56700
ATM- 14557-2;89700
ATM- 14558-0;94040
ATM- 14559-9;60600
ATM- 14560-2;59700
ATM- 14561-0;9968
ATM- 14562-9;58150
ATM- 14563-7;50700
ATM- 14564-5;72310
ATM- 14566-1;59530
ATM- 14567-K;78600
ATM- 14568-8;78900
ATM- 14569-6;60600
ATM- 14570-K;110336
ATM- 14571-8;103920
ATM- 14572-6;75600
ATM- 14573-4;86136
ATM- 14575-0;16050
ATM- 14576-9;16560
ATM- 14578-5;75160
ATM- 14582-3;12696
ATM- 14583-1;5440
ATM- 14585-8;7232
ATM- 14587-4;5024
ATM- 14589-0;16984
ATM- 14590-4;16480
ATM- 14593-9;2980
ATM- 14595-5;3100
ATM- 14597-1;3150
ATM- 14599-8;9840
ATM- 14601-3;15752
ATM- 14606-4;26608
ATM- 14607-2;10320
ATM- 14609-9;7848
ATM- 14610-2;39920
ATM- 14611-0;35480
ATM- 14612-9;47120
ATM- 14613-7;16408
ATM- 14614-5;39104
ATM- 14616-1;16488
ATM- 14618-8;2184
ATM- 14619-6;2184
ATM- 14621-8;3304
ATM- 14623-4;2100
ATM- 14624-2;4656
ATM- 14625-0;6232
ATM- 14626-9;2040
ATM- 14627-7;114700
ATM- 14628-5;12088
ATM- 14630-7;28880
ATM- 14631-5;35384
ATM- 14632-3;17784
ATM- 14636-6;32928
ATM- 14637-4;10960
ATM- 14638-2;4400
ATM- 14639-0;13680
ATM- 14640-4;5024
ATM- 14642-0;3968
ATM- 14643-9;6320
ATM- 14644-7;10960
ATM- 14645-5;13400
ATM- 14646-3;10960
ATM- 14647-1;8560
ATM- 14648-K;9560
ATM- 14649-8;7864
ATM- 14651-K;6666
ATM- 14653-6;15152
ATM- 14654-4;9424
ATM- 14655-2;5536
ATM- 14656-0;19312
ATM- 14657-9;3712
ATM- 14658-7;3960
ATM- 14659-5;14720
ATM- 14661-7;10320
ATM- 14664-1;2880
ATM- 14666-8;2424
ATM- 14670-6;1352
ATM- 14671-4;13544
ATM- 14672-2;12280
ATM- 14673-0;1872
ATM- 14674-9;2200
ATM- 14675-7;1616
ATM- 14676-5;9520
ATM- 14677-3;792
ATM- 14678-1;9992
ATM- 14679-K;1536
ATM- 14680-3;3512
ATM- 14681-1;6792
ATM- 14682-K;3400
ATM- 14683-8;336
ATM- 14685-4;2312
ATM- 14686-2;1416
ATM- 14687-0;18240
ATM- 14691-9;16432
ATM- 14692-7;19784
ATM- 14693-5;16608
ATM- 14694-3;1008
ATM- 14695-1;7120
ATM- 14696-K;14464
ATM- 14697-8;1160
ATM- 14700-1;10960
ATM- 14702-8;8136
ATM- 14703-6;3376
ATM- 14705-2;2040
ATM- 14706-0;2208
ATM- 14707-9;10992
ATM- 14710-9;47920
ATM- 14711-7;14880
ATM- 14712-5;3728
ATM- 14713-3;11512
ATM- 14714-1;11520
ATM- 14715-K;19920
ATM- 14718-4;4840
ATM- 14719-2;3512
ATM- 14720-6;2384
ATM- 14721-4;41600
ATM- 14722-2;11176
ATM- 14723-0;19920
ATM- 14724-9;21840
ATM- 14741-9;9592
ATM- 14742-7;7952
ATM- 14744-3;153500
ATM- 14745-1;20640
ATM- 14747-8;14288
ATM- 14748-6;14288
ATM- 14749-4;10496
ATM- 14750-8;179200
ATM- 14753-2;11040
ATM- 14756-7;10864
ATM- 14757-5;19400
ATM- 14758-3;245000
ATM- 14759-1;11672
ATM- 14760-5;14312
ATM- 14762-1;20720
ATM- 14764-8;13992
ATM- 14768-0;61660
ATM- 14773-7;5392
ATM- 14774-5;7040
ATM- 14775-3;8736
ATM- 14776-1;9408
ATM- 14779-6;7896
ATM- 14783-4;8080
ATM- 14800-8;6880
ATM- 14801-6;6344
ATM- 14805-9;11120
ATM- 14806-7;4640
ATM- 14807-5;5840
ATM- 14808-3;4560
ATM- 14809-1;3440
ATM- 14810-5;9520
ATM- 14812-1;13576
ATM- 14813-K;10880
ATM- 14815-6;8960
ATM- 14816-4;4720
ATM- 14828-8;16952
ATM- 14830-K;8960
ATM- 14831-8;11920
ATM- 14833-4;8720
ATM- 14834-2;4960
ATM- 14836-9;8560
ATM- 14845-8;32280
ATM- 14847-4;15272
ATM- 14848-2;12344
ATM- 14863-6;15376
ATM- 14864-4;8432
ATM- 14865-2;19992
ATM- 14868-7;9840
ATM- 14869-5;10720
ATM- 14870-9;5880
ATM- 14871-7;8648
ATM- 14872-5;11456
ATM- 14878-4;5800
ATM- 14879-2;19488
ATM- 14880-6;6928
ATM- 14881-4;24640
ATM- 14885-7;14568
ATM- 14886-5;19552
ATM- 14887-3;21248
ATM- 14890-3;15776
ATM- 14891-1;3960
ATM- 14892-K;11672
ATM- 14893-8;27864
ATM- 14894-6;10240
ATM- 14895-4;6872
ATM- 14896-2;8480
ATM- 14898-9;4168
ATM- 14908-K;2112
ATM- 14910-1;38512
ATM- 14911-K;3280
ATM- 14912-8;3976
ATM- 14913-6;3832
ATM- 14916-0;3984
ATM- 14917-9;4400
ATM- 14918-7;3976
ATM- 14919-5;4240
ATM- 14920-9;35864
ATM- 14921-7;40944
ATM- 14922-5;43600
ATM- 14923-3;1696
ATM- 14925-K;41888
ATM- 14926-8;12152
ATM- 14928-4;12400
ATM- 14929-2;9680
ATM- 14930-6;7176
ATM- 14931-4;10320
ATM- 14932-2;13352
ATM- 14933-0;4376
ATM- 14934-9;3664
ATM- 14935-7;3664
ATM- 14936-5;59120
ATM- 14937-3;32544
ATM- 14938-1;27256
ATM- 14939-K;71760
ATM- 14940-3;1216
ATM- 14941-1;30320
ATM- 14942-K;2256
ATM- 14943-8;30240
ATM- 14944-6;25520
ATM- 14945-4;17960
ATM- 14946-2;45520
ATM- 14947-0;44720
ATM- 14948-9;39976
ATM- 14949-7;6320
ATM- 14950-0;35600
ATM- 14951-9;78160
ATM- 14952-7;10000
ATM- 14953-5;11120
ATM- 14954-3;4544
ATM- 14955-1;3400
ATM- 14956-K;4632
ATM- 14957-8;10632
ATM- 14958-6;47368
ATM- 14959-4;1160
ATM- 14960-8;88290
ATM- 14961-6;86250
ATM- 14962-4;56410
ATM- 14963-2;37920
ATM- 14966-7;18616
ATM- 14968-3;3512
ATM- 14970-5;23920
ATM- 14972-1;6928
ATM- 14973-K;63790
ATM- 14976-4;45920
ATM- 14977-2;79776
ATM- 14978-0;2336
ATM- 14979-9;21920
ATM- 14980-2;2664
ATM- 14981-0;2936
ATM- 14982-9;24960
ATM- 14983-7;5968
ATM- 14984-5;21920
ATM- 14985-3;4328
ATM- 14986-1;4656
ATM- 14990-K;18880
ATM- 14992-6;17960
ATM- 14994-2;58040
ATM- 14996-9;19392
ATM- 14997-7;28400
ATM- 15001-0;6320
ATM- 15002-9;96800
ATM- 15003-7;34800
ATM- 15004-5;15888
ATM- 15005-3;26360
ATM- 15006-1;7832
ATM- 15007-K;6368
ATM- 15008-8;4640
ATM- 15009-6;30696
ATM- 15010-K;20256
ATM- 15013-4;16080
ATM- 15014-2;32696
ATM- 15015-0;56700
ATM- 15016-9;17920
ATM- 15021-5;63580
ATM- 15022-3;75510
ATM- 15023-1;26824
ATM- 15024-K;38360
ATM- 15025-8;4952
ATM- 15026-6;15800
ATM- 15028-2;23976
ATM- 15029-0;22624
ATM- 15030-4;25480
ATM- 15031-2;32944
ATM- 15034-7;79200
ATM- 15040-1;6256
ATM- 15042-8;5112
ATM- 15043-6;5080
ATM- 15044-4;28720
ATM- 15045-2;4720
ATM- 15046-0;10160
ATM- 15047-9;23112
ATM- 15050-9;29920
ATM- 15051-7;37560
ATM- 15052-5;48944
ATM- 15053-3;63864
ATM- 15055-K;131056
ATM- 15057-6;47680
ATM- 15058-4;50664
ATM- 15059-2;2912
ATM- 15060-6;2336
ATM- 15062-2;289816
ATM- 15064-9;2352
ATM- 15066-5;3176
ATM- 15069-K;58040
ATM- 15070-3;127096
ATM- 15071-1;44620
ATM- 15073-8;99600
ATM- 15074-6;46688
ATM- 15075-4;65920
ATM- 15079-7;12592
ATM- 15080-0;66990
ATM- 15081-9;23840
ATM- 15085-1;23344
ATM- 15086-K;31960
ATM- 15087-8;105600
ATM- 15088-6;79920
ATM- 15089-4;65920
ATM- 15100-9;65920
ATM- 15101-7;9840
ATM- 15102-5;5672
ATM- 15103-3;7416
ATM- 15107-6;82960
ATM- 15108-4;1960
ATM- 15109-2;84800
ATM- 15110-6;29520
ATM- 15113-0;19920
ATM- 15114-9;23760
ATM- 15115-7;19920
ATM- 15118-1;52930
ATM- 15121-1;94136
ATM- 15122-K;21920
ATM- 15124-6;67392
ATM- 15125-4;26960
ATM- 15126-2;18512
ATM- 15127-0;53616
ATM- 15128-9;132568
ATM- 15129-7;52930
ATM- 15130-0;123056
ATM- 15131-9;19920
ATM- 15132-7;28496
ATM- 15134-3;57190
ATM- 15136-K;6512
ATM- 15137-8;5280
ATM- 15140-8;6288
ATM- 15141-6;7288
ATM- 15142-4;5800
ATM- 15144-0;3512
ATM- 15145-9;1320
ATM- 15146-7;3280
ATM- 15147-5;896
ATM- 15148-3;6928
ATM- 15149-1;5800
ATM- 15150-5;6720
ATM- 15151-3;5960
ATM- 15152-1;5800
ATM- 15153-K;25520
ATM- 15156-4;8888
ATM- 15162-9;2310
ATM- 15163-7;53700
ATM- 15164-5;18360
ATM- 15167-K;134080
ATM- 15168-8;6648
ATM- 15169-6;12720
ATM- 15172-6;7752
ATM- 15174-2;6960
ATM- 15175-0;17408
ATM- 15176-9;20520
ATM- 15177-7;22064
ATM- 15178-5;7888
ATM- 15182-3;3400
ATM- 15183-1;13960
ATM- 15184-K;5256
ATM- 15185-8;10928
ATM- 15186-6;26672
ATM- 15187-4;31440
ATM- 15188-2;36176
ATM- 15198-K;7368
ATM- 15199-8;6608
ATM- 15200-5;82960
ATM- 15201-3;54210
ATM- 15202-1;99700
ATM- 15216-1;4792
ATM- 15217-K;9560
ATM- 15218-8;6160
ATM- 15219-6;7416
ATM- 15220-K;3352
ATM- 15222-6;1060
ATM- 15224-2;6760
ATM- 15225-0;129700
ATM- 15226-9;79700
ATM- 15227-7;71680
ATM- 15228-5;92700
ATM- 15230-7;58260
ATM- 15231-5;56230
ATM- 15232-3;60700
ATM- 15233-1;63580
ATM- 15240-4;16608
ATM- 15241-2;16608
ATM- 15242-0;10216
ATM- 15243-9;10216
ATM- 15244-7;9560
ATM- 15245-5;17728
ATM- 15246-3;12088
ATM- 15247-1;14288
ATM- 15248-K;15152
ATM- 15249-8;9408
ATM- 15250-1;56230
ATM- 15251-K;84030
ATM- 15252-8;5896
ATM- 15253-6;10960
ATM- 15254-4;11896
ATM- 15255-2;7440
ATM- 15256-0;8992
ATM- 15257-9;12400
ATM- 15258-7;23760
ATM- 15260-9;15400
ATM- 15261-7;10960
ATM- 15262-5;7736
ATM- 15264-1;9664
ATM- 15265-K;14720
ATM- 15267-6;10184
ATM- 15268-4;8064
ATM- 15270-6;75050
ATM- 15271-4;109380
ATM- 15272-2;14720
ATM- 15273-0;3832
ATM- 15274-9;21008
ATM- 15276-5;5992
ATM- 15277-3;5088
ATM- 15278-1;4520
ATM- 15279-K;5272
ATM- 15280-3;5560
ATM- 15281-1;5536
ATM- 15282-K;26552
ATM- 15283-8;7584
ATM- 15284-6;8176
ATM- 15285-4;7832
ATM- 15286-2;7976
ATM- 15287-0;10360
ATM- 15288-9;6200
ATM- 15289-7;8960
ATM- 15290-0;10128
ATM- 15291-9;6320
ATM- 15292-7;26552
ATM- 15293-5;23776
ATM- 15294-3;13984
ATM- 15295-1;7992
ATM- 15296-K;6592
ATM- 15297-8;4312
ATM- 15301-K;2560
ATM- 15307-9;10928
ATM- 15309-5;25304
ATM- 15310-9;5328
ATM- 15311-7;4728
ATM- 15312-5;6160
ATM- 15313-3;31400
ATM- 15314-1;5552
ATM- 15315-K;16976
ATM- 15317-6;12224
ATM- 15318-4;14400
ATM- 15321-4;7832
ATM- 15322-2;4896
ATM- 15324-9;5376
ATM- 15325-7;8776
ATM- 15364-8;95110
ATM- 15365-6;5856
ATM- 15366-4;122700
ATM- 15368-0;8480
ATM- 15369-9;9360
ATM- 15371-0;82960
ATM- 15372-9;13496
ATM- 15374-5;19784
ATM- 15376-1;6920
ATM- 15377-K;3680
ATM- 15378-8;127900
ATM- 15379-6;12760
ATM- 15380-K;6960
ATM- 15381-8;9280
ATM- 15383-4;10376
ATM- 15414-8;8496
ATM- 15415-6;8480
ATM- 15416-4;6472
ATM- 15417-2;8384
ATM- 15418-0;10888
ATM- 15421-0;5920
ATM- 15422-9;5792
ATM- 15423-7;25704
ATM- 15424-5;2176
ATM- 15425-3;10960
ATM- 15426-1;105700
ATM- 15428-8;1070
ATM- 15443-1;57700
ATM- 15444-K;54700
ATM- 15445-8;89700
ATM- 15446-6;4944
ATM- 15447-4;5290
ATM- 15448-2;135790
ATM- 15450-4;7928
ATM- 15451-2;13640
ATM- 15452-0;3720
ATM- 15453-9;5368
ATM- 15454-7;4432
ATM- 15455-5;8480
ATM- 15456-3;8720
ATM- 15457-1;5312
ATM- 15458-K;27808
ATM- 15464-4;5376
ATM- 15465-2;9880
ATM- 15467-9;4176
ATM- 15469-5;9456
ATM- 15470-9;9664
ATM- 15471-7;9912
ATM- 15472-5;5560
ATM- 15473-3;10000
ATM- 15474-1;6640
ATM- 15476-8;10416
ATM- 15478-4;21368
ATM- 15479-2;10816
ATM- 15480-6;26384
ATM- 15484-9;8920
ATM- 15485-7;10800
ATM- 15487-3;11680
ATM- 15488-1;7072
ATM- 15493-8;103700
ATM- 15495-4;19840
ATM- 15499-7;6960
ATM- 15518-7;47288
ATM- 15530-6;4432
ATM- 15532-2;4776
ATM- 15533-0;6584
ATM- 15535-7;121700
ATM- 15539-K;160370
ATM- 15549-7;11040
ATM- 15550-0;15312
ATM- 15551-9;19512
ATM- 15552-7;84700
ATM- 15553-5;123010
ATM- 15555-1;16120
ATM- 15558-6;22784
ATM- 15559-4;14024
ATM- 15562-4;22168
ATM- 15563-2;4600
ATM- 15564-0;3328
ATM- 15566-7;28496
ATM- 15567-5;104700
ATM- 15568-3;15992
ATM- 15569-1;7920
ATM- 15571-3;15288
ATM- 15572-1;10880
ATM- 15573-K;10960
ATM- 15581-0;7760
ATM- 15582-9;5128
ATM- 15583-7;5904
ATM- 15584-5;3256
ATM- 15585-3;2928
ATM- 15586-1;3368
ATM- 15587-K;2304
ATM- 15588-8;3864
ATM- 15602-7;8968
ATM- 15606-K;14880
ATM- 15609-4;11816
ATM- 15611-6;8656
ATM- 15612-4;8888
ATM- 15613-2;9560
ATM- 15614-0;5544
ATM- 15616-7;14448
ATM- 15618-3;45280
ATM- 15619-1;5104
ATM- 15621-3;5576
ATM- 15623-K;97450
ATM- 15624-8;5840
ATM- 15625-6;41264
ATM- 15626-4;43624
ATM- 15628-0;10088
ATM- 15630-2;18656
ATM- 15631-0;17768
ATM- 15632-9;127690
ATM- 15633-7;4640
ATM- 15635-3;11672
ATM- 15645-0;9840
ATM- 15646-9;9704
ATM- 15647-7;9968
ATM- 15648-5;8360
ATM- 15649-3;2720
ATM- 15653-1;9864
ATM- 15660-4;2056
ATM- 15662-0;2072
ATM- 15663-9;7120
ATM- 15664-7;2120
ATM- 15665-5;2072
ATM- 15666-3;2120
ATM- 15667-1;2000
ATM- 15669-8;3600
ATM- 15671-K;7032
ATM- 15672-8;1992
ATM- 15673-6;3000
ATM- 15674-4;1720
ATM- 15676-0;7752
ATM- 15678-7;1696
ATM- 15682-5;26856
ATM- 15683-3;1896
ATM- 15684-1;2240
ATM- 15687-6;48448
ATM- 15688-4;3100
ATM- 15692-2;8944
ATM- 15693-0;16720
ATM- 15709-0;18320
ATM- 15715-5;16392
ATM- 15717-1;1168
ATM- 15724-4;984
ATM- 15726-0;8392
ATM- 15733-3;1016
ATM- 15763-5;60110
ATM- 15765-1;3192
ATM- 15769-4;2960
ATM- 15798-8;2528
ATM- 15800-3;5440
ATM- 15801-1;2576
ATM- 15807-0;11624
ATM- 15808-9;11800
ATM- 15826-7;9576
ATM- 15830-5;104260
ATM- 15831-3;49950
ATM- 15832-1;1288
ATM- 15833-K;792
ATM- 15834-8;7656
ATM- 15835-6;25360
ATM- 15836-4;1776
ATM- 15837-2;58488
ATM- 15839-9;6984
ATM- 15841-0;8008
ATM- 15842-9;3992
ATM- 15843-7;4328
ATM- 15844-5;2088
ATM- 15846-1;1880
ATM- 15847-K;2448
ATM- 15849-6;1240
ATM- 15852-6;1240
ATM- 15856-9;2736
ATM- 15861-5;19488
ATM- 15862-3;8960
ATM- 15864-K;13928
ATM- 15865-8;8400
ATM- 15866-6;9520
ATM- 15868-2;12240
ATM- 15869-0;8960
ATM- 15870-4;2480
ATM- 15871-2;11632
ATM- 15872-0;9504
ATM- 15874-7;53920
ATM- 15875-5;5208
ATM- 15877-1;7432
ATM- 15881-K;10920
ATM- 15887-9;3064
ATM- 15896-8;4520
ATM- 15897-6;4320
ATM- 15898-4;48130
ATM- 15905-0;4696
ATM- 15906-9;5032
ATM- 15907-7;7960
ATM- 15909-3;5120
ATM- 15913-1;5192
ATM- 15914-K;5360
ATM- 15916-6;78380
ATM- 15917-4;5568
ATM- 15918-2;46750
ATM- 15921-2;2200
ATM- 15922-0;5440
ATM- 15924-7;5720
ATM- 15927-1;1136
ATM- 15929-8;3552
ATM- 15930-1;4192
ATM- 15932-8;168
ATM- 15933-6;4216
ATM- 15934-4;5832
ATM- 15935-2;5928
ATM- 15936-0;7976
ATM- 15937-9;9328
ATM- 15939-5;3328
ATM- 15940-9;384
ATM- 15942-5;53140
ATM- 15943-3;23616
ATM- 15944-1;15104
ATM- 15945-K;168
ATM- 15946-8;14280
ATM- 15952-2;168
ATM- 15967-0;168
ATM- 15970-0;136
ATM- 15971-9;136
ATM- 15972-7;400
ATM- 15974-3;10632
ATM- 15975-1;9360
ATM- 15977-8;11088
ATM- 15979-4;8872
ATM- 15980-8;10720
ATM- 15981-6;6304
ATM- 15982-4;7992
ATM- 15983-2;9368
ATM- 15984-0;7912
ATM- 15986-7;8392
ATM- 15987-5;2640
ATM- 15988-3;4392
ATM- 15989-1;7928
ATM- 15990-5;20560
ATM- 15994-8;4400
ATM- 16021-0;2816
ATM- 16032-6;5760
ATM- 16034-2;3320
ATM- 16035-0;9872
ATM- 16037-7;73700
ATM- 16044-K;63790
ATM- 16070-9;2072
ATM- 16072-5;3424
ATM- 16073-3;144
ATM- 16074-1;5128
ATM- 16077-6;2096
ATM- 16079-2;184
ATM- 16080-6;184
ATM- 16083-0;552
ATM- 16085-7;9120
ATM- 16086-5;80900
ATM- 16087-3;109180
ATM- 16088-1;105970
ATM- 16089-K;52930
ATM- 16090-3;53960
ATM- 16091-1;57500
ATM- 16092-K;2184
ATM- 16094-6;3576
ATM- 16097-0;17272
ATM- 16098-9;18192
ATM- 16099-7;12480
ATM- 16216-7;11320
ATM- 16217-5;15800
ATM- 16220-5;7840
ATM- 16221-3;9120
ATM- 16222-1;4720
ATM- 16223-K;13544
ATM- 16224-8;6904
ATM- 16230-2;3648
ATM- 16234-5;27864
ATM- 16235-3;19912
ATM- 16236-1;6528
ATM- 16237-K;13576
ATM- 16251-5;12088
ATM- 16254-K;15968
ATM- 16255-8;7976
ATM- 16258-2;10960
ATM- 16260-4;13896
ATM- 16261-2;10088
ATM- 16262-0;13864
ATM- 16263-9;4424
ATM- 16264-7;6320
ATM- 16267-1;78380
ATM- 16268-K;34880
ATM- 16271-K;15680
ATM- 16274-4;84030
ATM- 16275-2;3200
ATM- 16276-0;10320
ATM- 16277-9;6960
ATM- 16281-7;6990
ATM- 16282-5;199700
ATM- 16283-3;17760
ATM- 16286-8;179700
ATM- 16287-6;8560
ATM- 16289-2;16152
ATM- 16290-6;28720
ATM- 16292-2;14408
ATM- 16293-0;14320
ATM- 16294-9;11120
ATM- 16295-7;11920
ATM- 16296-5;14008
ATM- 16297-3;5470
ATM- 16298-1;56144
ATM- 16299-K;20160
ATM- 16300-7;29776
ATM- 16301-5;3170
ATM- 16302-3;3350
ATM- 16303-1;3700
ATM- 16304-K;22280
ATM- 16305-8;21640
ATM- 16306-6;7328
ATM- 16308-2;5984
ATM- 16309-0;19776
ATM- 16312-0;3240
ATM- 16314-7;76480
ATM- 16315-5;3040
ATM- 16316-3;39744
ATM- 16317-1;4856
ATM- 16318-K;2640
ATM- 16319-8;7384
ATM- 16320-1;8768
ATM- 16322-8;9968
ATM- 16323-6;6776
ATM- 16324-4;10160
ATM- 16325-2;6392
ATM- 16326-0;5880
ATM- 16327-9;3184
ATM- 16330-9;12576
ATM- 16332-5;17312
ATM- 16333-3;13976
ATM- 16334-1;17480
ATM- 16335-K;20120
ATM- 16336-8;11456
ATM- 16337-6;26800
ATM- 16338-4;8600
ATM- 16339-2;8472
ATM- 16340-6;12936
ATM- 16341-4;8064
ATM- 16361-9;11440
ATM- 16365-1;1039000
ATM- 16366-K;9360
ATM- 16441-0;8920
ATM- 16454-2;79700
ATM- 16456-9;13760
ATM- 16480-1;62620
ATM- 16481-K;62700
ATM- 16482-8;67700
ATM- 16483-6;83920
ATM- 16484-4;79700
ATM- 16485-2;63790
ATM- 16486-0;69700
ATM- 16495-K;78170
ATM- 16496-8;35500
ATM- 16502-6;13608
ATM- 16505-0;77960
ATM- 16514-K;1832
ATM- 16522-0;9280
ATM- 16523-9;2032
ATM- 16524-7;1608
ATM- 16525-5;1592
ATM- 16528-K;13480
ATM- 16554-9;18224
ATM- 16555-7;10320
ATM- 16559-K;5264
ATM- 16560-3;8512
ATM- 16561-1;5272
ATM- 16562-K;8512
ATM- 16563-8;15536
ATM- 16564-6;13336
ATM- 16565-4;18320
ATM- 16566-2;4720
ATM- 16569-7;171400
ATM- 16573-5;9216
ATM- 16576-K;263392
ATM- 16577-8;61864
ATM- 16579-4;102248
ATM- 16585-9;157656
ATM- 16586-7;187088
ATM- 16588-3;39744
ATM- 16589-1;44560
ATM- 16593-K;56016
ATM- 16594-8;60480
ATM- 16605-7;5248
ATM- 16609-K;16400
ATM- 16610-3;6960
ATM- 16612-K;73120
ATM- 16613-8;6304
ATM- 16614-6;8512
ATM- 16615-4;8944
ATM- 16616-2;8512
ATM- 16617-0;1592
ATM- 16621-9;65968
ATM- 16622-7;8512
ATM- 16623-5;99184
ATM- 16626-K;150120
ATM- 16627-8;58776
ATM- 16628-6;8512
ATM- 16629-4;8512
ATM- 16631-6;120808
ATM- 16638-3;168560
ATM- 16639-1;63920
ATM- 16640-5;124968
ATM- 16641-3;200296
ATM- 16642-1;15008
ATM- 16643-K;108432
ATM- 16653-7;5104
ATM- 16656-1;116112
ATM- 16658-8;5360
ATM- 16660-K;7280
ATM- 16661-8;10960
ATM- 16662-6;8880
ATM- 16663-4;8480
ATM- 16672-3;211224
ATM- 16673-1;3600
ATM- 16676-6;58032
ATM- 16677-4;69392
ATM- 16680-4;142872
ATM- 16681-2;118888
ATM- 16683-9;86480
ATM- 16684-7;4088
ATM- 16687-1;192448
ATM- 16688-K;86168
ATM- 16690-1;11760
ATM- 16693-6;2490
ATM- 16696-0;54168
ATM- 16697-9;13760
ATM- 16698-7;38280
ATM- 16700-2;27104
ATM- 16701-0;13520
ATM- 16702-9;85088
ATM- 16704-5;48480
ATM- 16705-3;43608
ATM- 16707-K;37400
ATM- 16708-8;15512
ATM- 16710-K;50184
ATM- 16739-8;5780
ATM- 16740-1;42600
ATM- 16741-K;10320
ATM- 16743-6;2240
ATM- 16744-4;11440
ATM- 16745-2;5710
ATM- 16749-5;37104
ATM- 16750-9;9328
ATM- 16758-4;111960
ATM- 16759-2;33912
ATM- 16763-0;14136
ATM- 16764-9;38656
ATM- 16765-7;51752
ATM- 16766-5;8512
ATM- 16767-3;8496
ATM- 16768-1;54448
ATM- 16769-K;52336
ATM- 16785-1;8512
ATM- 16786-K;9576
ATM- 16787-8;53160
ATM- 16789-4;54185
ATM- 16791-6;57040
ATM- 16792-4;36448
ATM- 16793-2;61032
ATM- 16795-9;97900
ATM- 16797-5;17728
ATM- 16829-7;49700
ATM- 16830-0;17728
ATM- 16831-9;21864
ATM- 16832-7;95500
ATM- 16833-5;12688
ATM- 16834-3;10608
ATM- 16835-1;107000
ATM- 16836-K;51900
ATM- 16837-8;134510
ATM- 16838-6;71500
ATM- 16839-4;57900
ATM- 16840-8;127690
ATM- 16841-6;129700
ATM- 16843-2;17464
ATM- 16846-7;7312
ATM- 16847-5;5200
ATM- 16848-3;10376
ATM- 16851-3;4240
ATM- 16852-1;5712
ATM- 16853-K;49920
ATM- 16861-0;58700
ATM- 16862-9;74230
ATM- 16863-7;2100
ATM- 16864-5;82640
ATM- 16867-K;59900
ATM- 16870-K;49700
ATM- 16872-6;6720
ATM- 16873-4;76500
ATM- 16874-2;47820
ATM- 16901-3;106180
ATM- 16924-2;8512
ATM- 16927-7;19168
ATM- 16928-5;9728
ATM- 16929-3;7840
ATM- 16932-3;10568
ATM- 16933-1;7240
ATM- 16934-K;6072
ATM- 16935-8;2430
ATM- 16936-6;8512
ATM- 16937-4;6192
ATM- 16938-2;5280
ATM- 16939-0;3472
ATM- 16940-4;8160
ATM- 16941-2;7648
ATM- 16942-0;5848
ATM- 16944-7;950
ATM- 16945-5;1576
ATM- 16946-3;56984
ATM- 16947-1;26848
ATM- 16948-K;54952
ATM- 16949-8;4984
ATM- 16950-1;1056
ATM- 16951-K;2728
ATM- 16952-8;3920
ATM- 16953-6;2328
ATM- 16954-4;1592
ATM- 16955-2;3496
ATM- 16956-0;3976
ATM- 16957-9;39880
ATM- 16958-7;47872
ATM- 16960-9;3240
ATM- 16961-7;6720
ATM- 16963-3;60912
ATM- 16964-1;5360
ATM- 16965-K;6280
ATM- 16966-8;48712
ATM- 16967-6;74000
ATM- 16968-4;92696
ATM- 16970-6;10984
ATM- 16972-2;3432
ATM- 17033-K;5360
ATM- 17051-8;7496
ATM- 17052-6;9200
ATM- 17053-4;5072
ATM- 17054-2;4216
ATM- 17055-0;5752
ATM- 17056-9;15248
ATM- 17057-7;7408
ATM- 17058-5;16952
ATM- 17059-3;8432
ATM- 17060-7;14960
ATM- 17061-5;57848
ATM- 17062-3;10992
ATM- 17063-1;12312
ATM- 17065-8;10992
ATM- 17066-6;11672
ATM- 17067-4;10136
ATM- 17068-2;10720
ATM- 17069-0;18800
ATM- 17070-4;34960
